timestamp,joint1,joint2
1740416404.0470498,0.7116998434066772,0.006745942402631044
1740416404.0571585,0.02614852413535118,-0.0023164190351963043
1740416404.0674045,0.026142802089452744,-0.0023185876198112965
1740416404.0775423,0.026144184172153473,-0.002317566191777587
1740416404.0876474,0.02614201232790947,-0.002318217419087887
1740416404.0977454,0.026141026988625526,-0.00231737457215786
1740416404.1079323,0.026145566254854202,-0.0023161049466580153
1740416404.1180983,0.02614063210785389,-0.002316194586455822
1740416404.128264,0.026146747171878815,-0.002320682629942894
1740416404.1383283,0.02615247294306755,-0.002317581558600068
1740416404.1484847,0.026146750897169113,-0.0023186136968433857
1740416404.1586468,0.02613905444741249,-0.0023214947432279587
1740416404.168809,0.026143591850996017,-0.0023203198798000813
1740416404.178967,0.02614063397049904,-0.0023190858773887157
1740416404.189127,0.02614181488752365,-0.002319456310942769
1740416404.199282,0.02613905444741249,-0.002319847233593464
1740416404.2094338,0.026142209768295288,-0.0023211119696497917
1740416404.219594,0.026138857007026672,-0.002318472834303975
1740416404.229753,0.02614694833755493,-0.0023214719258248806
1740416404.2400048,0.026142209768295288,-0.002322749001905322
1740416404.2501817,0.026139844208955765,-0.002316899597644806
1740416404.2603292,0.0261433944106102,-0.0023223201278597116
1740416404.2704756,0.026142606511712074,-0.0023197473492473364
1740416404.2806482,0.026135504245758057,-0.0023188127670437098
1740416404.2908592,0.026142604649066925,-0.002314993878826499
1740416404.301016,0.026147538796067238,-0.002314978279173374
1740416404.311177,0.026143789291381836,-0.0023185494355857372
1740416404.3213425,0.026149313896894455,-0.0023167177569121122
1740416404.3315265,0.02613786980509758,-0.002325505716726184
1740416404.3416908,0.026097025722265244,-0.0023245809134095907
1740416404.35185,0.02606920525431633,-0.002325482200831175
1740416404.3620112,0.0260380320250988,-0.0023259164299815893
1740416404.3721774,0.025962460786104202,-0.002332402626052499
1740416404.3823454,0.02582947537302971,-0.002321400446817279
1740416404.3925135,0.025588365271687508,-0.0022925580851733685
1740416404.4027152,0.025421835482120514,-0.0022769509814679623
1740416404.4128878,0.025291811674833298,-0.002322284271940589
1740416404.4230623,0.025050895288586617,-0.002414456568658352
1740416404.4332173,0.024052908644080162,-0.0027449193876236677
1740416404.443375,0.021388059481978416,-0.0036189346574246883
1740416404.4535275,0.01785564236342907,-0.0047944169491529465
1740416404.4636812,0.012889186851680279,-0.006050508469343185
1740416404.473838,0.005393628496676683,-0.006428121123462915
1740416404.4840035,-0.004178207367658615,-0.006208124570548534
1740416404.4941804,-0.0161911454051733,-0.00526025565341115
1740416404.5043404,-0.030883338302373886,-0.003889868501573801
1740416404.5145147,-0.04813679680228233,-0.002332479227334261
1740416404.5246701,-0.06802964955568314,-0.0009270376176573336
1740416404.5348344,-0.09064832329750061,0.00010930933058261871
1740416404.544998,-0.11522843688726425,0.0008829539874568582
1740416404.555161,-0.14194007217884064,0.0013292657677084208
1740416404.565311,-0.17002835869789124,0.0014906174037605524
1740416404.5753672,-0.19883620738983154,0.001516522141173482
1740416404.585424,-0.22780367732048035,0.0013617230579257011
1740416404.5954857,-0.2567192316055298,0.001373716862872243
1740416404.6056685,-0.28505080938339233,0.0017460968811064959
1740416404.6158442,-0.3122308850288391,0.0027489522472023964
1740416404.6260076,-0.33847033977508545,0.003976056817919016
1740416404.636183,-0.3637102544307709,0.005627304315567017
1740416404.6463253,-0.38831108808517456,0.007142052054405212
1740416404.656499,-0.41239261627197266,0.00885140523314476
1740416404.6666782,-0.434684157371521,0.010465159080922604
1740416404.6768394,-0.4561428427696228,0.011881019920110703
1740416404.687008,-0.476154088973999,0.013250836171209812
1740416404.69719,-0.4943177103996277,0.01459919661283493
1740416404.7072752,-0.5105552077293396,0.01595124788582325
1740416404.7174382,-0.5248222351074219,0.017312942072749138
1740416404.7276459,-0.536531925201416,0.01879228465259075
1740416404.7378032,-0.5458529591560364,0.020550701767206192
1740416404.747952,-0.5530610680580139,0.02257784828543663
1740416404.7581189,-0.5575888752937317,0.025076184421777725
1740416404.768292,-0.5613898634910583,0.027054784819483757
1740416404.7784545,-0.5655910968780518,0.02839735336601734
1740416404.7886102,-0.573215901851654,0.03163648024201393
1740416404.7987747,-0.5732498168945312,0.03162211552262306
1740416404.80883,-0.5779749751091003,0.03359086439013481
1740416404.8191714,-0.5833522081375122,0.03582601249217987
1740416404.8293576,-0.5952574610710144,0.04075510427355766
1740416404.839413,-0.5952509641647339,0.04075583815574646
1740416404.8495107,-0.6016871333122253,0.04343254119157791
1740416404.8596642,-0.614202618598938,0.04861396551132202
1740416404.8697495,-0.6191686987876892,0.05066825449466705
1740416404.8798306,-0.6224830746650696,0.052040114998817444
1740416404.8898892,-0.6236472129821777,0.052526943385601044
1740416404.8999457,-0.6235559582710266,0.052491236478090286
1740416404.9100096,-0.6235643625259399,0.052492406219244
1740416404.92007,-0.6234952211380005,0.05247155576944351
1740416404.9301236,-0.623013436794281,0.052264612168073654
1740416404.9401789,-0.6210361123085022,0.0514577180147171
1740416404.9502325,-0.6161020994186401,0.04943140968680382
1740416404.9603465,-0.6071881651878357,0.04575115069746971
1740416404.970404,-0.5936089754104614,0.04017622768878937
1740416404.9804585,-0.5757872462272644,0.03284202516078949
1740416404.9905128,-0.5543125867843628,0.024065880104899406
1740416405.000568,-0.5302321910858154,0.014872209168970585
1740416405.010622,-0.5035602450370789,0.0072534349747002125
1740416405.020677,-0.475693941116333,0.0024851334746927023
1740416405.030731,-0.44876742362976074,0.0012995607685297728
1740416405.0407877,-0.4232461750507355,0.00391608290374279
1740416405.0508475,-0.3983994722366333,0.008231846615672112
1740416405.0609188,-0.37296223640441895,0.013291844166815281
1740416405.070974,-0.34602290391921997,0.017529524862766266
1740416405.0810444,-0.31818917393684387,0.019922839477658272
1740416405.0911505,-0.286157488822937,0.021497005596756935
1740416405.1012213,-0.25371304154396057,0.020730342715978622
1740416405.1112897,-0.2193405032157898,0.01825505495071411
1740416405.1213455,-0.18487069010734558,0.013977143913507462
1740416405.1313994,-0.15035825967788696,0.008726906962692738
1740416405.1415024,-0.1177411675453186,0.0031089126132428646
1740416405.1515594,-0.08845879137516022,-0.0015789443859830499
1740416405.1616147,-0.06357244402170181,-0.004290895536541939
1740416405.1716886,-0.04450256749987602,-0.004565357696264982
1740416405.1817417,-0.03194209933280945,-0.0027026664465665817
1740416405.1918182,-0.02456117607653141,0.0004080157377757132
1740416405.2018728,-0.019465483725070953,0.00262509286403656
1740416405.2119281,-0.016910534352064133,0.0035742339678108692
1740416405.2219832,-0.016869492828845978,0.0035859893541783094
1740416405.2320373,-0.0170954130589962,0.0034951665438711643
1740416405.2420926,-0.017322514206171036,0.003398181637749076
1740416405.2521453,-0.018605809658765793,0.002864942653104663
1740416405.2622006,-0.01976499706506729,0.0023829343263059855
1740416405.2722545,-0.019697124138474464,0.0024110740050673485
1740416405.2823076,-0.019694756716489792,0.0024117708671838045
1740416405.292361,-0.019695349037647247,0.002413508016616106
